estado,sigla,regiao,ano,casos
Goias,GO,Centro-Oeste,2004,5635
Goias,GO,Centro-Oeste,2005,18058
Goias,GO,Centro-Oeste,2006,23770
Goias,GO,Centro-Oeste,2007,14820
Goias,GO,Centro-Oeste,2008,39075
Goias,GO,Centro-Oeste,2009,43411
Goias,GO,Centro-Oeste,2010,102071
Goias,GO,Centro-Oeste,2011,33960
Goias,GO,Centro-Oeste,2012,24517
Goias,GO,Centro-Oeste,2013,139375
Goias,GO,Centro-Oeste,2014,93929
Goias,GO,Centro-Oeste,2015,167427
Goias,GO,Centro-Oeste,2016,123195
Distrito Federal,DF,Centro-Oeste,1990,0
Distrito Federal,DF,Centro-Oeste,1991,0
Distrito Federal,DF,Centro-Oeste,1992,0
Distrito Federal,DF,Centro-Oeste,1993,0
Distrito Federal,DF,Centro-Oeste,1994,13
Distrito Federal,DF,Centro-Oeste,1995,0
Distrito Federal,DF,Centro-Oeste,1996,85
Distrito Federal,DF,Centro-Oeste,1997,709
Distrito Federal,DF,Centro-Oeste,1998,2775
Distrito Federal,DF,Centro-Oeste,1999,0
Distrito Federal,DF,Centro-Oeste,2000,200
Distrito Federal,DF,Centro-Oeste,2001,1531
Distrito Federal,DF,Centro-Oeste,2002,3166
Distrito Federal,DF,Centro-Oeste,2003,889
Distrito Federal,DF,Centro-Oeste,2004,255
Distrito Federal,DF,Centro-Oeste,2005,331
Distrito Federal,DF,Centro-Oeste,2006,468
Distrito Federal,DF,Centro-Oeste,2007,1120
Distrito Federal,DF,Centro-Oeste,2008,1401
Distrito Federal,DF,Centro-Oeste,2009,805
Distrito Federal,DF,Centro-Oeste,2010,15018
Distrito Federal,DF,Centro-Oeste,2011,3325
Distrito Federal,DF,Centro-Oeste,2012,1435
Distrito Federal,DF,Centro-Oeste,2013,11951
Distrito Federal,DF,Centro-Oeste,2014,11657
Distrito Federal,DF,Centro-Oeste,2015,9854
Distrito Federal,DF,Centro-Oeste,2016,17837
